,candName,targName,Ontobuilder Term Match,AMC Token Path,WordNet Jiang Conrath,ADnEV
0,PurchaseOrder,PO,0.148269231,0.184615389,0.0,0.21096154
1,PurchaseOrder,PO.POHeader,0.271485043,0.33846151799999996,0.06528526,0.22507727366666663
2,PurchaseOrder,PO.POHeader.poDate,0.137852564,0.34000000399999997,0.065154344,0.18100230399999997
3,PurchaseOrder,PO.POHeader.poNumber,0.20883547,0.337435871,0.0726548,0.20630871366666667
4,PurchaseOrder,PO.Contact,0.133150183,0.17417582899999998,0.085258355,0.13086145566666665
5,PurchaseOrder,PO.Contact.contactName,0.13029304,0.20857143399999997,0.085258355,0.14137427633333333
6,PurchaseOrder,PO.Contact.contactFunctionCode,0.185317215,0.27380952199999997,0.085258355,0.1814616973333333
7,PurchaseOrder,PO.Contact.contactEmail,0.126126374,0.16434066,0.085258355,0.12524179633333335
8,PurchaseOrder,PO.Contact.contactPhone,0.151209707,0.25857144600000004,0.085258355,0.16501316933333335
9,PurchaseOrder,PO.POShipTo,0.131185897,0.17576924,0.102033214,0.13632945033333332
10,PurchaseOrder,PO.POShipTo.city,0.12243589699999999,0.16730769,0.070885874,0.12020982033333334
11,PurchaseOrder,PO.POShipTo.attn,0.030769231,0.146474361,0.060563752,0.07926911466666667
12,PurchaseOrder,PO.POShipTo.country,0.14315018300000001,0.208379105,0.071822262,0.14111718333333334
13,PurchaseOrder,PO.POShipTo.stateProvince,0.186538462,0.21071429600000002,0.10462875699999999,0.16729383833333333
14,PurchaseOrder,PO.POShipTo.street1,0.14315018300000001,0.208379105,0.063339831,0.13828970633333335
15,PurchaseOrder,PO.POShipTo.street2,0.14315018300000001,0.208379105,0.063339831,0.13828970633333335
16,PurchaseOrder,PO.POShipTo.street3,0.14315018300000001,0.208379105,0.063339831,0.13828970633333335
17,PurchaseOrder,PO.POShipTo.street4,0.14315018300000001,0.208379105,0.063339831,0.13828970633333335
18,PurchaseOrder,PO.POShipTo.postalCode,0.22814102600000002,0.260714293,0.060915434000000004,0.18325691766666666
19,PurchaseOrder,PO.POShipTo.entityidentifider,0.222237077,0.200097561,0.089725229,0.17068662233333334
20,PurchaseOrder,PO.POBillTo,0.08951923099999999,0.150769234,0.070639094,0.10364251966666667
21,PurchaseOrder,PO.POBillTo.city,0.12243589699999999,0.146474361,0.070885874,0.11326537733333335
22,PurchaseOrder,PO.POBillTo.attn,0.030769231,0.125641033,0.060563752,0.072324672
23,PurchaseOrder,PO.POBillTo.country,0.14315018300000001,0.18754577600000003,0.071822262,0.13417274033333335
24,PurchaseOrder,PO.POBillTo.stateProvince,0.186538462,0.192857146,0.10462875699999999,0.161341455
25,PurchaseOrder,PO.POBillTo.street1,0.14315018300000001,0.18754577600000003,0.063339831,0.13134526333333335
26,PurchaseOrder,PO.POBillTo.street2,0.14315018300000001,0.18754577600000003,0.063339831,0.13134526333333335
27,PurchaseOrder,PO.POBillTo.street3,0.14315018300000001,0.18754577600000003,0.063339831,0.13134526333333335
28,PurchaseOrder,PO.POBillTo.street4,0.14315018300000001,0.18754577600000003,0.063339831,0.13134526333333335
29,PurchaseOrder,PO.POBillTo.postalCode,0.22814102600000002,0.242857143,0.060915434000000004,0.17730453433333335
30,PurchaseOrder,PO.POBillTo.entityidentifider,0.222237077,0.179264203,0.089725229,0.1637421696666667
31,PurchaseOrder,PO.POLines,0.136185897,0.18846154199999998,0.07007516,0.13157419966666664
32,PurchaseOrder,PO.POLines.startAt,0.077435897,0.16730769,0.088430435,0.11105800733333333
33,PurchaseOrder,PO.POLines.count,0.124102564,0.17576924,0.070019817,0.123297207
34,PurchaseOrder,PO.POLines.Item,0.127435897,0.190769225,0.06553706299999999,0.12791406166666666
35,PurchaseOrder,PO.POLines.Item.uom,0.132991453,0.179807708,0.0,0.10426638700000002
36,PurchaseOrder,PO.POLines.Item.unitPrice,0.333313333,0.239285707,0.08356913099999999,0.21872272366666665
37,PurchaseOrder,PO.POLines.Item.qty,0.0,0.158974364,0.070490396,0.07648825333333333
38,PurchaseOrder,PO.POLines.Item.partNo,0.14993589699999998,0.21428571600000001,0.127238035,0.16381988266666667
39,PurchaseOrder,PO.POLines.Item.line,0.127435897,0.19230769600000003,0.07007516,0.12993958433333333
40,PurchaseOrder.Items,PO,0.0,0.138461545,0.0,0.04615384833333333
41,PurchaseOrder.Items,PO.POHeader,0.095555556,0.270769209,0.067020398,0.14444838766666665
42,PurchaseOrder.Items,PO.POHeader.poDate,0.263333333,0.316666663,0.066882465,0.21562748699999998
43,PurchaseOrder.Items,PO.POHeader.poNumber,0.091111111,0.281196564,0.074808405,0.1490386933333333
44,PurchaseOrder.Items,PO.Contact,0.146666667,0.167912096,0.066740745,0.12710650266666665
45,PurchaseOrder.Items,PO.Contact.contactName,0.12779220800000002,0.207142845,0.128959095,0.15463138266666668
46,PurchaseOrder.Items,PO.Contact.contactFunctionCode,0.11256056800000001,0.25510203800000003,0.11250939,0.16005733200000002
47,PurchaseOrder.Items,PO.Contact.contactEmail,0.17809523800000002,0.160760075,0.066740745,0.135198686
48,PurchaseOrder.Items,PO.Contact.contactPhone,0.078095238,0.239285707,0.066740745,0.12804056333333333
