,candName,targName,Ontobuilder Term Match,AMC Token Path,WordNet Jiang Conrath,ADnEV
0,"""Entry""@en","""The location of an event""@en",0.424798535,0.579545438,0.039317045,0.34788700600000005
1,"""Entry""@en","""The location of an event""@en.""location""@en",0.49998000000000004,0.579545438,0.38319567600000004,0.4875737046666668
2,"""Entry""@en","""The location of an event""@en.""date""@en",0.501111111,0.552083313,0.05838056900000001,0.3705249976666667
3,"""Entry""@en","""The location of an event""@en.""organizer""@en",0.49998000000000004,0.549768507,0.364370539,0.47137301533333337
4,"""Entry""@en","""The location of an event""@en.""Issue""@en",0.49998000000000004,0.547916651,0.37215259799999995,0.4733497496666667
5,"""Entry""@en","""The location of an event""@en.""The name of an entity.""@en",0.350569801,0.5680555110000001,0.6857559259999999,0.534793746
6,"""Entry""@en","""The location of an event""@en.""The name of an entity.""@en",0.501111111,0.596367478,0.6857559259999999,0.594411505
7,"""Entry""@en","""The location of an event""@en.""volume or number""@en",0.333313333,0.499188274,0.38090664700000004,0.40446941799999997
8,"""Entry""@en","""PageRange""@en",0.345042735,0.688888907,0.376509385,0.470147009
9,"""Entry""@en","""PageRange""@en.""end page""@en",0.49998000000000004,0.686111093,0.376072765,0.520721286
10,"""Entry""@en","""PageRange""@en.""start page""@en",0.333313333,0.627777755,0.376693281,0.445928123
11,"""Entry""@en","""Reference""@en",0.42715099700000003,0.7703704240000001,0.379693492,0.5257383043333334
12,"""Entry""@en","""Reference""@en.""Academic""@en",0.36666666700000006,0.678174615,0.368370342,0.47107054133333337
13,"""Entry""@en","""Reference""@en.""Academic""@en.""MastersThesis""@en",0.318615002,0.577733696,0.056054307000000005,0.31746766833333334
14,"""Entry""@en","""Reference""@en.""Academic""@en.""PhdThesis""@en",0.335510786,0.545987666,0.039088843,0.30686243166666666
15,"""Entry""@en","""Reference""@en.""Academic""@en.""school""@en",0.49998000000000004,0.614236116,0.37710336200000005,0.4971064926666668
16,"""Entry""@en","""Reference""@en.""Academic""@en.""type""@en",0.501111111,0.621180594,0.064037814,0.39544317300000004
17,"""Entry""@en","""Reference""@en.""Book""@en",0.544444444,0.660317481,0.058145928,0.4209692843333334
18,"""Entry""@en","""Reference""@en.""Book""@en.""Monograph""@en",0.425854701,0.605555594,0.056486775,0.3626323566666667
19,"""Entry""@en","""Reference""@en.""Book""@en.""Proceedings""@en",0.358030303,0.600505054,0.062085964,0.34020710699999995
20,"""Entry""@en","""Reference""@en.""Book""@en.""Proceedings""@en.""event""@en",0.592592593,0.578226745,0.09064992599999999,0.42048975466666666
21,"""Entry""@en","""Reference""@en.""Book""@en.""Proceedings""@en.""communications""@en",0.49998000000000004,0.5655282739999999,0.064405333,0.376637869
22,"""Entry""@en","""Reference""@en.""Book""@en.""Proceedings""@en.""organization""@en",0.49998000000000004,0.570819318,0.385868867,0.4855560616666666
23,"""Entry""@en","""Reference""@en.""Book""@en.""Collection""@en",0.39402930399999997,0.615277827,0.380740865,0.46334933199999995
24,"""Entry""@en","""Reference""@en.""Book""@en.""edition""@en",0.49998000000000004,0.6194444889999999,0.365409421,0.4949446366666667
25,"""Entry""@en","""Reference""@en.""Part""@en",0.5277777779999999,0.688888907,0.0800585,0.4322417283333333
26,"""Entry""@en","""Reference""@en.""Part""@en.""InProceedings""@en",0.358030303,0.611560047,0.061930117,0.34384015566666665
27,"""Entry""@en","""Reference""@en.""Part""@en.""InProceedings""@en.""proceedings""@en",0.49998000000000004,0.611560047,0.062085964,0.39120867033333334
28,"""Entry""@en","""Reference""@en.""Part""@en.""Incollection""@en",0.39402930399999997,0.5872222189999999,0.36689488200000003,0.44938213499999996
29,"""Entry""@en","""Reference""@en.""Part""@en.""Incollection""@en.""collection""@en",0.49998000000000004,0.5872222189999999,0.380740865,0.4893143613333333
30,"""Entry""@en","""Reference""@en.""Part""@en.""InBook""@en",0.544444444,0.591358006,0.060093592,0.398632014
31,"""Entry""@en","""Reference""@en.""Part""@en.""InBook""@en.""book""@en",0.501111111,0.591358006,0.058145928,0.3835383483333334
32,"""Entry""@en","""Reference""@en.""Part""@en.""Article""@en",0.437337662,0.623611093,0.37996746200000003,0.4803054056666667
33,"""Entry""@en","""Reference""@en.""Part""@en.""Article""@en.""journal""@en",0.49998000000000004,0.586066961,0.374929205,0.48699205533333334
34,"""Entry""@en","""Reference""@en.""Part""@en.""BookPart""@en",0.437337662,0.5516754979999999,0.058145928,0.3490530293333333
35,"""Entry""@en","""Reference""@en.""Part""@en.""BookPart""@en.""First published""@en",0.333313333,0.461471856,0.062392832,0.285726007
36,"""Entry""@en","""Reference""@en.""Part""@en.""BookPart""@en.""type""@en",0.501111111,0.5187301639999999,0.064037814,0.3612930296666667
